ID,D,E,F,H,I,L,Oxygen,Nitrogen,Acid,Basic,Polar,Non_Polar,molecular_weight,aromaticity,flexibility_mean,flexibility_max,flexibility_min,gravy,secondary_structure_fraction_a,molar_extinction_coefficient_reduced_cysteines,molar_extinction_coefficient_disulfid_bridges,type
Q9Y278,0.04359673,0.040871935,0.054495913,0.019073569,0.04359673,0.10626703,0.395095368,0.452316076,0.084468665,0.16893733,0.550408719,0.449591281,41500.5027,0.100817439,0.998411014,1.056702381,0.919630952,-0.351498638,0.305177112,41370.0,41870,Single-pass membrane protein
P78383,0.01863354,0.027950311,0.071428571,0.01552795,0.065217391,0.152173913,0.335403727,0.239130435,0.046583851,0.099378882,0.397515528,0.602484472,35759.1772,0.130434783,0.982359615,1.06477381,0.924630952,0.613043478,0.425465839,44350.0,44725,Multi-pass membrane protein
Q5T601,0.031868132,0.038461538,0.058241758,0.021978022,0.076923077,0.118681319,0.421978022,0.317582418,0.07032967,0.110989011,0.503296703,0.496703297,101363.4343,0.101098901,0.991859482,1.069964286,0.926107143,0.184505495,0.371428571,134300.0,135800,Multi-pass membrane protein
Q9H6B9,0.038888889,0.041666667,0.055555556,0.038888889,0.036111111,0.161111111,0.375,0.363888889,0.080555556,0.122222222,0.461111111,0.538888889,40908.0988,0.125,0.986682167,1.047690476,0.933130952,0.129166667,0.383333333,73340.0,73840,Single-pass membrane protein
Q8TCJ2,0.039951574,0.039951574,0.065375303,0.031476998,0.062953995,0.094430993,0.401937046,0.343825666,0.079903148,0.129539952,0.457627119,0.542372881,93673.1605,0.140435835,0.98964258,1.077666667,0.923166667,0.038377724,0.363196126,180600.0,181225,Multi-pass membrane protein
P98198,0.045492142,0.062034739,0.062034739,0.019023987,0.055417701,0.105872622,0.46898263,0.343258892,0.107526882,0.122415219,0.497932175,0.502067825,137438.6745,0.11497105,0.994177411,1.077880952,0.91975,-0.057237386,0.349048801,179570.0,180945,Multi-pass membrane protein
O43464,0.041484716,0.045851528,0.019650655,0.013100437,0.050218341,0.098253275,0.3930131,0.399563319,0.087336245,0.122270742,0.486899563,0.513100437,48840.2331,0.050218341,0.997248542,1.063904762,0.938416667,-0.055676856,0.294759825,44920.0,44920,Single-pass membrane protein
Q96P65,0.020881671,0.060324826,0.060324826,0.027842227,0.078886311,0.106728538,0.373549884,0.352668213,0.081206497,0.143851508,0.466357309,0.533642691,49487.2833,0.106728538,0.987681759,1.074511905,0.928011905,0.266589327,0.385150812,57870.0,58495,Multi-pass membrane protein
Q8N4M1,0.033690658,0.038284839,0.084226646,0.019908116,0.056661562,0.13323124,0.387442573,0.290964778,0.071975498,0.096477795,0.447166922,0.552833078,73782.5647,0.137825421,0.984293293,1.064059524,0.912988095,0.422511485,0.402756508,100270.0,101770,Multi-pass membrane protein
P14672,0.011787819,0.05108055,0.053045187,0.007858546,0.066797642,0.155206287,0.345776031,0.251473477,0.062868369,0.068762279,0.388998035,0.611001965,54786.6497,0.094302554,0.987162881,1.073190476,0.923904762,0.558546169,0.396856582,59360.0,59485,Multi-pass membrane protein
P30273,0.023255814,0.069767442,0.011627907,0.011627907,0.069767442,0.197674419,0.430232558,0.255813953,0.093023256,0.104651163,0.441860465,0.558139535,9667.3528,0.081395349,0.986434447,1.063285714,0.932119048,0.36627907,0.418604651,8940.0,9065,Single-pass membrane protein
Q04771,0.05697446,0.05108055,0.033398821,0.023575639,0.053045187,0.104125737,0.463654224,0.365422397,0.10805501,0.131630648,0.546168959,0.453831041,57152.2619,0.078585462,0.996539286,1.072357143,0.926952381,-0.180157171,0.314341847,70360.0,71610,Single-pass membrane protein
Q8N2H4,0.032051282,0.025641026,0.064102564,0.012820513,0.051282051,0.166666667,0.346153846,0.269230769,0.057692308,0.076923077,0.403846154,0.596153846,17614.7072,0.134615385,0.978258908,1.05522619,0.919642857,0.619230769,0.423076923,36440.0,36690,Multi-pass membrane protein
Q5EB52,0.044776119,0.035820896,0.059701493,0.035820896,0.062686567,0.140298507,0.385074627,0.441791045,0.080597015,0.152238806,0.480597015,0.519402985,38829.5729,0.131343284,0.99071078,1.049440476,0.936095238,-0.105074627,0.394029851,67840.0,67840,Multi-pass membrane protein
Q9UKV5,0.041990669,0.069984448,0.049766719,0.034214619,0.037325039,0.125972006,0.458786936,0.405909798,0.111975117,0.125972006,0.525660964,0.474339036,72994.9543,0.087091757,0.993268514,1.072869048,0.920166667,-0.104354588,0.32192846,79870.0,80745,Multi-pass membrane protein
Q9BXP2,0.036105033,0.029540481,0.044857768,0.014223195,0.025164114,0.161925602,0.327133479,0.269146608,0.065645514,0.084245077,0.397155361,0.602844639,96108.4944,0.08643326,0.989567824,1.082642857,0.928333333,0.427461707,0.356673961,104740.0,105490,Multi-pass membrane protein
P13164,0.024,0.04,0.048,0.04,0.096,0.112,0.352,0.296,0.064,0.112,0.432,0.568,13964.3304,0.104,0.980080049,1.05147619,0.919,0.528,0.408,22460.0,22585,Single-pass membrane protein
Q8WTT0,0.042253521,0.0657277,0.042253521,0.028169014,0.056338028,0.061032864,0.511737089,0.403755869,0.107981221,0.131455399,0.591549296,0.408450704,25037.2678,0.126760563,0.997271242,1.068202381,0.931071429,-0.461971831,0.319248826,70930.0,71430,Single-pass membrane protein
Q9UL19,0.024390244,0.079268293,0.024390244,0.030487805,0.054878049,0.06097561,0.432926829,0.37804878,0.103658537,0.158536585,0.512195122,0.487804878,18178.6725,0.085365854,0.998762212,1.063988095,0.944892857,-0.220731707,0.31097561,18910.0,19160,Single-pass membrane protein
P22460,0.045676998,0.07177814,0.057096248,0.014681892,0.053833605,0.101141925,0.427406199,0.358890701,0.117455139,0.117455139,0.508972268,0.491027732,67226.9957,0.084828711,0.999583353,1.08275,0.927142857,-0.171288744,0.303425775,41370.0,41995,Multi-pass membrane protein
O14788,0.056782334,0.047318612,0.050473186,0.044164038,0.056782334,0.082018927,0.466876972,0.388012618,0.104100946,0.148264984,0.536277603,0.463722397,35477.6873,0.104100946,0.999449096,1.06275,0.934738095,-0.395583596,0.287066246,41370.0,41620,Single-pass membrane protein
Q9NZU0,0.050847458,0.049306626,0.027734977,0.021571649,0.069337442,0.123266564,0.49614792,0.365177196,0.100154083,0.123266564,0.567026194,0.432973806,73002.6814,0.077041602,0.999514397,1.079047619,0.926440476,-0.269183359,0.320493066,83770.0,84520,Single-pass membrane protein
P16070,0.061994609,0.067385445,0.030997305,0.045822102,0.045822102,0.051212938,0.60916442,0.367924528,0.129380054,0.118598383,0.650943396,0.349056604,81536.6796,0.070080863,1.007485253,1.080833333,0.925452381,-0.76212938,0.204851752,103360.0,103860,Single-pass membrane protein
P41732,0.02811245,0.036144578,0.060240964,0.016064257,0.068273092,0.104417671,0.401606426,0.261044177,0.064257028,0.080321285,0.449799197,0.550200803,27573.9315,0.116465863,0.983417361,1.049357143,0.921928571,0.428915663,0.365461847,36900.0,37525,Multi-pass membrane protein
O43286,0.056701031,0.046391753,0.067010309,0.033505155,0.043814433,0.110824742,0.456185567,0.430412371,0.103092784,0.141752577,0.505154639,0.494845361,45118.0223,0.136597938,0.99384885,1.059404762,0.938154762,-0.342783505,0.345360825,64290.0,64540,Single-pass membrane protein
Q9Y342,0.016483516,0.010989011,0.065934066,0.010989011,0.038461538,0.137362637,0.296703297,0.247252747,0.027472527,0.065934066,0.335164835,0.664835165,19986.3969,0.148351648,0.976278489,1.041297619,0.927238095,0.784615385,0.417582418,42400.0,42525,Multi-pass membrane protein
O14836,0.034129693,0.058020478,0.027303754,0.023890785,0.017064846,0.078498294,0.42662116,0.412969283,0.092150171,0.136518771,0.631399317,0.368600683,31815.9172,0.054607509,0.999918595,1.066809524,0.922666667,-0.445051195,0.201365188,23950.0,25575,Single-pass membrane protein
Q8NCR0,0.054,0.068,0.038,0.026,0.048,0.114,0.47,0.374,0.122,0.12,0.514,0.486,56702.9864,0.104,0.995171516,1.059547619,0.924404762,-0.1672,0.352,113330.0,114080,Single-pass membrane protein
Q9GZY8,0.049707602,0.073099415,0.023391813,0.011695906,0.052631579,0.090643275,0.511695906,0.470760234,0.122807018,0.143274854,0.593567251,0.406432749,38464.0897,0.052631579,1.006007615,1.076785714,0.935785714,-0.55877193,0.260233918,30940.0,30940,Single-pass membrane protein
P21754,0.056603774,0.061320755,0.04009434,0.04009434,0.030660377,0.108490566,0.474056604,0.360849057,0.117924528,0.120283019,0.563679245,0.436320755,47017.9532,0.070754717,0.994303959,1.056809524,0.927690476,-0.111320755,0.301886792,47440.0,48315,Single-pass membrane protein
Q86UE4,0.06185567,0.08419244,0.010309278,0.005154639,0.029209622,0.072164948,0.579037801,0.39862543,0.14604811,0.176975945,0.663230241,0.336769759,63836.1703,0.042955326,1.023892483,1.102,0.937238095,-1.071134021,0.194158076,88460.0,88460,Single-pass membrane protein
Q9P246,0.054959786,0.087131367,0.022788204,0.037533512,0.04691689,0.089812332,0.526809651,0.404825737,0.142091153,0.166219839,0.621983914,0.378016086,83970.1684,0.056300268,1.008471878,1.086357143,0.937333333,-0.625871314,0.246648794,85370.0,86245,Single-pass membrane protein
Q9BQT8,0.016722408,0.053511706,0.060200669,0.006688963,0.066889632,0.100334448,0.367892977,0.304347826,0.070234114,0.117056856,0.434782609,0.565217391,33302.6858,0.120401338,0.993490189,1.052142857,0.928928571,0.122073579,0.371237458,42860.0,42985,Multi-pass membrane protein
P36956,0.043591979,0.038360942,0.026155187,0.023539669,0.017436792,0.142109852,0.403661726,0.328683522,0.081952921,0.110723627,0.530950305,0.469049695,121673.6105,0.052310375,1.00008983,1.082047619,0.928654762,-0.103051439,0.269398431,104850.0,105975,Multi-pass membrane protein
O15393,0.038617886,0.032520325,0.022357724,0.020325203,0.044715447,0.067073171,0.43902439,0.321138211,0.071138211,0.099593496,0.534552846,0.465447154,53858.621,0.099593496,0.997144262,1.077833333,0.934011905,-0.248373984,0.288617886,116770.0,118145,Single-pass membrane protein
O43157,0.053395785,0.061826698,0.02763466,0.023887588,0.025761124,0.110538642,0.459953162,0.334894614,0.115222482,0.108665105,0.540983607,0.459016393,232294.9992,0.067915691,0.999119703,1.071559524,0.926869048,-0.210679157,0.284777518,232400.0,235900,Single-pass membrane protein
Q13370,0.049460432,0.073741007,0.041366906,0.026978417,0.038669065,0.119604317,0.492805755,0.383992806,0.123201439,0.125,0.567446043,0.432553957,124332.0394,0.084532374,1.001272665,1.091666667,0.920559524,-0.388309353,0.287769784,163750.0,165750,Multi-pass membrane protein
Q7Z7D3,0.039007092,0.063829787,0.042553191,0.010638298,0.092198582,0.092198582,0.482269504,0.265957447,0.102836879,0.092198582,0.489361702,0.510638298,30878.0613,0.085106383,0.996724228,1.072130952,0.932107143,0.15212766,0.34751773,37930.0,38180,Single-pass membrane protein
O94933,0.036847492,0.06345957,0.042988741,0.032753327,0.048106448,0.129989765,0.446264074,0.364380757,0.100307062,0.131013306,0.546571136,0.453428864,108932.6099,0.082906858,0.999555711,1.069714286,0.93352381,-0.256397134,0.314227226,98210.0,99460,Single-pass membrane protein
A2RU48,0.048888889,0.075555556,0.013333333,0.022222222,0.093333333,0.115555556,0.471111111,0.333333333,0.124444444,0.155555556,0.511111111,0.488888889,24876.8356,0.031111111,1.001568507,1.07375,0.944595238,-0.013777778,0.328888889,5960.0,6085,Single-pass membrane protein
Q9NY72,0.027906977,0.120930233,0.051162791,0.009302326,0.046511628,0.093023256,0.534883721,0.302325581,0.148837209,0.097674419,0.520930233,0.479069767,24702.004,0.111627907,0.995546348,1.07322619,0.928595238,-0.06744186,0.358139535,35410.0,35785,Single-pass membrane protein
Q8NBN3,0.036036036,0.072072072,0.063063063,0.014414414,0.063063063,0.12972973,0.43963964,0.304504505,0.108108108,0.117117117,0.466666667,0.533333333,63429.2575,0.122522523,0.992686159,1.087880952,0.922202381,0.132792793,0.38018018,113330.0,113705,Multi-pass membrane protein
Q6RW13,0.050314465,0.031446541,0.056603774,0.025157233,0.06918239,0.132075472,0.371069182,0.27672956,0.081761006,0.088050314,0.396226415,0.603773585,17418.9991,0.119496855,0.982934603,1.042857143,0.9305,0.482389937,0.389937107,30940.0,31065,Multi-pass membrane protein
Q96P31,0.040871935,0.061307902,0.019073569,0.044959128,0.042234332,0.110354223,0.490463215,0.388283379,0.102179837,0.13760218,0.572207084,0.427792916,80855.129,0.065395095,1.000970197,1.071428571,0.92972619,-0.361989101,0.286103542,94770.0,95645,Single-pass membrane protein
P56750,0.008928571,0.022321429,0.049107143,0.008928571,0.071428571,0.138392857,0.276785714,0.330357143,0.03125,0.107142857,0.397321429,0.602678571,24603.1092,0.107142857,0.982025138,1.045833333,0.920928571,0.560267857,0.388392857,39420.0,39920,Multi-pass membrane protein
B2RTY4,0.049843014,0.080847724,0.040423862,0.024725275,0.052197802,0.102433281,0.529042386,0.444270016,0.130690738,0.175039246,0.60321821,0.39678179,292702.2359,0.077315542,1.006694058,1.081833333,0.928333333,-0.623979592,0.281789639,224270.0,226895,Single-pass membrane protein
O75072,0.054229935,0.05856833,0.073752711,0.032537961,0.056399132,0.104121475,0.451193059,0.379609544,0.112798265,0.15835141,0.522776573,0.477223427,53723.2657,0.140997831,0.996830963,1.060440476,0.929452381,-0.285032538,0.362255965,98320.0,98820,Single-pass membrane protein
Q8TBE7,0.036407767,0.046116505,0.058252427,0.014563107,0.082524272,0.09223301,0.40776699,0.25,0.082524272,0.097087379,0.444174757,0.555825243,46421.0193,0.126213592,0.987206753,1.071011905,0.930619048,0.346601942,0.393203883,73800.0,74300,Multi-pass membrane protein
P48751,0.048701299,0.076298701,0.043831169,0.031655844,0.038149351,0.12987013,0.433441558,0.354707792,0.125,0.138798701,0.529220779,0.470779221,135789.2304,0.069805195,1.001091062,1.094,0.92675,-0.184172078,0.306006494,99810.0,100310,Multi-pass membrane protein
P78552,0.044496487,0.077283372,0.037470726,0.021077283,0.06557377,0.084309133,0.515222482,0.344262295,0.121779859,0.12412178,0.585480094,0.414519906,48759.0663,0.098360656,1.001416638,1.076416667,0.933095238,-0.399297424,0.316159251,86860.0,87735,Single-pass membrane protein
Q8WWA1,0.064377682,0.068669528,0.055793991,0.034334764,0.021459227,0.08583691,0.575107296,0.35193133,0.13304721,0.128755365,0.583690987,0.416309013,25494.5195,0.098712446,1.008011852,1.068321429,0.924880952,-0.63304721,0.25751073,18910.0,19035,Multi-pass membrane protein
Q5MY95,0.032323232,0.048484848,0.050505051,0.014141414,0.03030303,0.131313131,0.422222222,0.268686869,0.080808081,0.072727273,0.442424242,0.557575758,53902.9474,0.117171717,0.991155668,1.045880952,0.930285714,0.158585859,0.349494949,97290.0,97915,Multi-pass membrane protein
Q9UGP8,0.064473684,0.1,0.031578947,0.013157895,0.05,0.097368421,0.577631579,0.372368421,0.164473684,0.147368421,0.581578947,0.418421053,87995.8807,0.089473684,1.008553088,1.092761905,0.931404762,-0.677763158,0.296052632,117690.0,118065,Multi-pass membrane protein
P41273,0.035433071,0.047244094,0.027559055,0.019685039,0.007874016,0.165354331,0.338582677,0.31496063,0.082677165,0.098425197,0.429133858,0.570866142,26624.297,0.066929134,0.992821672,1.064535714,0.934166667,0.22519685,0.311023622,34950.0,35075,Single-pass membrane protein
Q86Y39,0.035460993,0.028368794,0.04964539,0.021276596,0.035460993,0.070921986,0.333333333,0.269503546,0.063829787,0.113475177,0.411347518,0.588652482,14851.9088,0.113475177,0.989392677,1.056916667,0.941916667,0.19787234,0.304964539,21430.0,21680,Multi-pass membrane protein
Q96NA8,0.038986355,0.068226121,0.021442495,0.019493177,0.040935673,0.097465887,0.450292398,0.432748538,0.107212476,0.153996101,0.580896686,0.419103314,55948.1783,0.038986355,1.006634803,1.06797619,0.931238095,-0.480116959,0.231968811,29450.0,30200,Single-pass membrane protein
Q13241,0.033519553,0.067039106,0.05027933,0.011173184,0.061452514,0.117318436,0.553072626,0.30726257,0.100558659,0.089385475,0.586592179,0.413407821,20513.0379,0.122905028,0.998867157,1.072214286,0.9305,-0.288826816,0.312849162,43430.0,44055,Single-pass membrane protein
Q96E52,0.030534351,0.055343511,0.059160305,0.034351145,0.062977099,0.124045802,0.398854962,0.408396947,0.085877863,0.154580153,0.522900763,0.477099237,60119.5337,0.101145038,0.994611327,1.07202381,0.925666667,-0.088740458,0.349236641,84910.0,85660,Single-pass membrane protein
Q9Y257,0.041533546,0.03514377,0.047923323,0.025559105,0.025559105,0.169329073,0.341853035,0.284345048,0.076677316,0.089456869,0.399361022,0.600638978,33746.8528,0.099041534,0.98366651,1.046571429,0.931011905,0.540255591,0.376996805,47900.0,48150,Multi-pass membrane protein
Q9GZN0,0.010416667,0.020833333,0.018229167,0.026041667,0.015625,0.177083333,0.2734375,0.330729167,0.03125,0.09375,0.411458333,0.588541667,40245.5848,0.067708333,0.985536921,1.0545,0.922488095,0.465104167,0.333333333,68410.0,69035,Multi-pass membrane protein
P32926,0.058058058,0.061061061,0.035035035,0.011011011,0.061061061,0.078078078,0.522522523,0.281281281,0.119119119,0.095095095,0.544544545,0.455455455,107531.8165,0.067067067,1.002717989,1.067333333,0.92947619,-0.203803804,0.278278278,67730.0,69230,Single-pass membrane protein
O15551,0.031818182,0.022727273,0.018181818,0.0,0.054545455,0.131818182,0.331818182,0.231818182,0.054545455,0.068181818,0.395454545,0.604545455,23318.2775,0.077272727,0.984963383,1.057488095,0.932547619,0.605,0.359090909,43430.0,43930,Multi-pass membrane protein
Q8WVV5,0.036328872,0.086042065,0.045889101,0.019120459,0.053537285,0.101338432,0.445506692,0.361376673,0.122370937,0.124282983,0.500956023,0.499043977,59069.5703,0.093690249,0.994645914,1.086404762,0.931666667,-0.012619503,0.346080306,81360.0,82110,Single-pass membrane protein
Q8TAZ6,0.036290323,0.052419355,0.052419355,0.032258065,0.068548387,0.088709677,0.298387097,0.391129032,0.088709677,0.197580645,0.524193548,0.475806452,27495.1766,0.080645161,1.003428472,1.089178571,0.928440476,-0.291935484,0.286290323,22460.0,22710,Multi-pass membrane protein
P23276,0.034153005,0.06010929,0.054644809,0.031420765,0.031420765,0.12568306,0.441256831,0.413934426,0.094262295,0.129781421,0.542349727,0.457650273,82822.9034,0.095628415,0.996422249,1.071690476,0.926119048,-0.259562842,0.301912568,92820.0,93820,Single-pass membrane protein
Q6UXF1,0.026086957,0.036521739,0.019130435,0.022608696,0.031304348,0.064347826,0.446956522,0.32,0.062608696,0.107826087,0.622608696,0.377391304,59947.5712,0.04,1.00766307,1.064095238,0.933511905,-0.458434783,0.187826087,41940.0,42315,Multi-pass membrane protein
Q9GZQ4,0.01686747,0.040963855,0.086746988,0.036144578,0.057831325,0.118072289,0.378313253,0.339759036,0.057831325,0.113253012,0.469879518,0.530120482,47695.2328,0.144578313,0.984024455,1.07047619,0.92477381,0.305301205,0.412048193,63830.0,64330,Multi-pass membrane protein
Q92968,0.047146402,0.054590571,0.052109181,0.012406948,0.034739454,0.079404467,0.47146402,0.339950372,0.101736973,0.11662531,0.526054591,0.473945409,44129.1209,0.104218362,1.002604272,1.072690476,0.930809524,-0.347146402,0.282878412,55350.0,55350,Single-pass membrane protein
O43561,0.061068702,0.08778626,0.007633588,0.022900763,0.026717557,0.095419847,0.549618321,0.248091603,0.148854962,0.072519084,0.576335878,0.423664122,27929.454,0.061068702,1.007309712,1.081833333,0.930130952,-0.425954198,0.240458015,36900.0,37150,Single-pass membrane protein
A0PK11,0.021551724,0.051724138,0.064655172,0.021551724,0.081896552,0.13362069,0.323275862,0.25,0.073275862,0.090517241,0.36637931,0.63362069,25445.8398,0.112068966,0.98276783,1.064892857,0.931797619,0.757758621,0.435344828,36440.0,36690,Multi-pass membrane protein
Q9H300,0.021108179,0.036939314,0.065963061,0.015831135,0.065963061,0.079155673,0.340369393,0.35883905,0.058047493,0.126649077,0.448548813,0.551451187,42189.5285,0.134564644,0.991206789,1.062059524,0.930309524,0.051451187,0.340369393,94880.0,95255,Multi-pass membrane protein
P61009,0.066666667,0.027777778,0.077777778,0.011111111,0.044444444,0.122222222,0.455555556,0.322222222,0.094444444,0.116666667,0.494444444,0.505555556,20313.1482,0.122222222,0.993961571,1.059619048,0.931511905,0.038333333,0.377777778,23950.0,23950,Single-pass membrane protein
Q9UKF2,0.043037975,0.072151899,0.039240506,0.027848101,0.053164557,0.092405063,0.473417722,0.372151899,0.115189873,0.148101266,0.570886076,0.429113924,88939.1664,0.086075949,0.999923861,1.078083333,0.927690476,-0.354810127,0.288607595,91220.0,93970,Single-pass membrane protein
Q9NY47,0.060869565,0.060869565,0.042608696,0.017391304,0.035652174,0.106086957,0.499130435,0.379130435,0.12173913,0.12,0.539130435,0.460869565,129815.5833,0.097391304,1.000082634,1.078142857,0.933690476,-0.374695652,0.312173913,174070.0,175320,Single-pass membrane protein
O95167,0.05952381,0.023809524,0.035714286,0.011904762,0.023809524,0.095238095,0.357142857,0.261904762,0.083333333,0.107142857,0.476190476,0.523809524,9278.7293,0.107142857,0.999853175,1.054428571,0.930571429,-0.041666667,0.357142857,16960.0,16960,Single-pass membrane protein
Q86UD3,0.027667984,0.051383399,0.039525692,0.039525692,0.031620553,0.126482213,0.422924901,0.411067194,0.079051383,0.138339921,0.57312253,0.42687747,28503.6474,0.079051383,0.990193843,1.061595238,0.931369048,-0.040711462,0.324110672,34950.0,35700,Multi-pass membrane protein
Q16739,0.058375635,0.032994924,0.058375635,0.020304569,0.078680203,0.106598985,0.383248731,0.317258883,0.091370558,0.116751269,0.42893401,0.57106599,44853.1927,0.129441624,0.986400835,1.061488095,0.916714286,0.249746193,0.383248731,81820.0,82445,Multi-pass membrane protein
P60508,0.026022305,0.026022305,0.044609665,0.016728625,0.063197026,0.124535316,0.421933086,0.345724907,0.05204461,0.094795539,0.540892193,0.459107807,59521.8666,0.091078067,0.993879647,1.064619048,0.934904762,-0.052416357,0.31598513,89380.0,90380,Single-pass membrane protein
Q96S97,0.01863354,0.02173913,0.059006211,0.01863354,0.065217391,0.130434783,0.326086957,0.254658385,0.040372671,0.074534161,0.413043478,0.586956522,35273.193,0.124223602,0.976948235,1.048404762,0.9245,0.770186335,0.406832298,63370.0,64245,Multi-pass membrane protein
Q99527,0.029333333,0.037333333,0.072,0.037333333,0.061333333,0.136,0.354666667,0.36,0.066666667,0.117333333,0.450666667,0.549333333,42247.1042,0.112,0.98150361,1.05975,0.920916667,0.448533333,0.394666667,38390.0,39015,Multi-pass membrane protein
Q8N511,0.024038462,0.096153846,0.024038462,0.024038462,0.048076923,0.153846154,0.418269231,0.408653846,0.120192308,0.163461538,0.480769231,0.519230769,23129.7103,0.052884615,0.997691134,1.072142857,0.9305,-0.028846154,0.341346154,8940.0,9065,Multi-pass membrane protein
Q5W0B7,0.025641026,0.037037037,0.051282051,0.017094017,0.085470085,0.128205128,0.396011396,0.316239316,0.062678063,0.105413105,0.475783476,0.524216524,39662.3137,0.102564103,0.986653787,1.062904762,0.920154762,0.38974359,0.404558405,50880.0,51130,Multi-pass membrane protein
Q12879,0.06010929,0.053961749,0.047131148,0.027322404,0.045765027,0.084699454,0.507513661,0.370901639,0.114071038,0.136612022,0.56284153,0.43715847,165280.6382,0.096311475,1.001491221,1.079345238,0.928130952,-0.392759563,0.298497268,195500.0,196875,Multi-pass membrane protein
Q86VU5,0.049618321,0.061068702,0.019083969,0.007633588,0.022900763,0.179389313,0.377862595,0.408396947,0.110687023,0.133587786,0.477099237,0.522900763,28808.2922,0.053435115,0.995495953,1.048809524,0.938119048,-0.00610687,0.312977099,29450.0,29825,Single-pass membrane protein
Q15722,0.008522727,0.025568182,0.051136364,0.014204545,0.03125,0.167613636,0.275568182,0.338068182,0.034090909,0.113636364,0.394886364,0.605113636,37556.9695,0.085227273,0.984597355,1.052202381,0.926988095,0.596022727,0.372159091,37930.0,38180,Multi-pass membrane protein
P17861,0.019157088,0.068965517,0.007662835,0.011494253,0.01532567,0.130268199,0.425287356,0.448275862,0.088122605,0.130268199,0.559386973,0.440613027,28694.564,0.038314176,1.006417186,1.073333333,0.933142857,-0.446743295,0.245210728,39990.0,40115,Single-pass membrane protein
Q9UNA3,0.032352941,0.070588235,0.061764706,0.032352941,0.05,0.114705882,0.461764706,0.388235294,0.102941176,0.126470588,0.526470588,0.473529412,39496.811,0.135294118,0.992187347,1.056107143,0.927488095,-0.204705882,0.35,77350.0,77850,Single-pass membrane protein
Q9NZC2,0.056521739,0.052173913,0.030434783,0.047826087,0.039130435,0.156521739,0.434782609,0.373913043,0.108695652,0.126086957,0.526086957,0.473913043,25446.709,0.073913043,0.993891295,1.063452381,0.922369048,-0.132173913,0.313043478,42970.0,43345,Single-pass membrane protein
Q9NYQ6,0.059057731,0.055076311,0.03649635,0.02388852,0.03516921,0.097876576,0.47279363,0.367617784,0.114134041,0.115792966,0.54512276,0.45487724,329482.5364,0.071997346,0.998378298,1.076166667,0.926607143,-0.24379562,0.285335103,267700.0,273200,Multi-pass membrane protein
Q96KG7,0.043859649,0.039473684,0.021052632,0.038596491,0.03245614,0.049122807,0.442982456,0.342105263,0.083333333,0.113157895,0.631578947,0.368421053,122204.5151,0.073684211,0.995183424,1.078738095,0.921011905,-0.389210526,0.194736842,161580.0,170830,Single-pass membrane protein
Q86V35,0.069767442,0.102325581,0.055813953,0.018604651,0.074418605,0.093023256,0.544186047,0.297674419,0.172093023,0.111627907,0.534883721,0.465116279,24452.8266,0.079069767,0.998948278,1.07075,0.933738095,-0.118139535,0.31627907,11460.0,11835,Single-pass membrane protein
Q8N2K1,0.034749035,0.054054054,0.05019305,0.027027027,0.05019305,0.108108108,0.428571429,0.33976834,0.088803089,0.127413127,0.532818533,0.467181467,28897.9318,0.096525097,0.997998524,1.066761905,0.934202381,-0.199227799,0.32046332,29910.0,30160,Single-pass membrane protein
Q5M7Z0,0.027586207,0.045977011,0.064367816,0.04137931,0.068965517,0.124137931,0.411494253,0.370114943,0.073563218,0.137931034,0.517241379,0.482758621,49709.1082,0.124137931,0.989417561,1.064595238,0.928571429,0.051494253,0.363218391,74830.0,75830,Multi-pass membrane protein
Q86UW2,0.046875,0.140625,0.0234375,0.03125,0.03125,0.140625,0.5546875,0.3125,0.1875,0.1171875,0.5625,0.4375,14346.1523,0.0390625,1.005239996,1.066880952,0.937678571,-0.2765625,0.3046875,11000.0,11000,Single-pass membrane protein
Q8IUK5,0.066,0.058,0.046,0.046,0.04,0.076,0.502,0.38,0.124,0.128,0.554,0.446,55759.6931,0.096,0.998260741,1.072738095,0.932154762,-0.387,0.278,73340.0,73840,Single-pass membrane protein
Q86XM0,0.047619048,0.036340852,0.060150376,0.026315789,0.067669173,0.102756892,0.459899749,0.323308271,0.0839599,0.109022556,0.498746867,0.501253133,90466.8922,0.126566416,0.991202668,1.054178571,0.939571429,-0.003634085,0.365914787,127090.0,128215,Single-pass membrane protein
Q8NET6,0.055718475,0.038123167,0.049853372,0.026392962,0.011730205,0.149560117,0.346041056,0.592375367,0.093841642,0.202346041,0.51026393,0.48973607,38919.4862,0.096774194,0.993862988,1.049095238,0.933083333,-0.359530792,0.296187683,35870.0,36370,Single-pass membrane protein
O75352,0.016194332,0.024291498,0.048582996,0.020242915,0.044534413,0.190283401,0.307692308,0.230769231,0.04048583,0.085020243,0.396761134,0.603238866,26637.5147,0.085020243,0.98319908,1.074130952,0.932345238,0.704453441,0.412955466,25440.0,25690,Multi-pass membrane protein
Q14954,0.046052632,0.059210526,0.042763158,0.049342105,0.029605263,0.095394737,0.480263158,0.361842105,0.105263158,0.131578947,0.565789474,0.434210526,33617.4118,0.088815789,1.000088337,1.068821429,0.926535714,-0.341447368,0.282894737,40910.0,41285,Single-pass membrane protein
Q8NFZ8,0.038659794,0.082474227,0.028350515,0.023195876,0.038659794,0.090206186,0.471649485,0.414948454,0.121134021,0.128865979,0.512886598,0.487113402,42784.8132,0.072164948,0.998005057,1.067345238,0.92122619,-0.243298969,0.304123711,49390.0,49890,Single-pass membrane protein
